0.999998	0.000755	-0.002036	0.000000	-0.000785	0.999890	-0.014823	0.000000	0.002024	0.014825	0.999888	0.000000	0.810544	-0.307054	0.802724	1.000000	
0.999842	0.016487	-0.006722	0.000000	-0.016582	0.999759	-0.014407	0.000000	0.006483	0.014516	0.999874	0.000000	1.153420	-0.296808	0.810826	1.000000	
0.999435	0.028694	-0.017517	0.000000	-0.028943	0.999481	-0.014114	0.000000	0.017103	0.014613	0.999747	0.000000	1.474215	-0.295178	0.820736	1.000000	
0.998829	0.040933	-0.025803	0.000000	-0.041387	0.998994	-0.017280	0.000000	0.025070	0.018328	0.999518	0.000000	1.805110	-0.303379	0.840657	1.000000	
0.998143	0.054857	-0.026497	0.000000	-0.055332	0.998314	-0.017511	0.000000	0.025492	0.018944	0.999495	0.000000	2.153583	-0.314559	0.863828	1.000000	
0.997425	0.067401	-0.024497	0.000000	-0.067858	0.997526	-0.018366	0.000000	0.023199	0.019981	0.999531	0.000000	2.452391	-0.296319	0.880580	1.000000	
0.996530	0.079930	-0.023231	0.000000	-0.080308	0.996645	-0.015821	0.000000	0.021888	0.017632	0.999605	0.000000	2.730219	-0.271246	0.885312	1.000000	
0.995437	0.093336	-0.019843	0.000000	-0.093676	0.995458	-0.016958	0.000000	0.018170	0.018740	0.999659	0.000000	3.037727	-0.235264	0.886033	1.000000	
0.994336	0.104936	-0.016877	0.000000	-0.105252	0.994263	-0.019045	0.000000	0.014782	0.020714	0.999676	0.000000	3.299605	-0.206232	0.898440	1.000000	
0.993079	0.116330	-0.016177	0.000000	-0.116688	0.992895	-0.023311	0.000000	0.013350	0.025037	0.999597	0.000000	3.585552	-0.173657	0.908801	1.000000	
0.991608	0.128909	-0.009812	0.000000	-0.129098	0.991387	-0.022057	0.000000	0.006884	0.023139	0.999709	0.000000	3.893321	-0.131425	0.916673	1.000000	
0.990004	0.140747	-0.009068	0.000000	-0.140903	0.989826	-0.019789	0.000000	0.006190	0.020869	0.999763	0.000000	4.197252	-0.105030	0.914290	1.000000	
0.988326	0.151712	-0.013953	0.000000	-0.151936	0.988248	-0.016789	0.000000	0.011242	0.018713	0.999762	0.000000	4.510822	-0.081103	0.914054	1.000000	
0.986331	0.163843	-0.017522	0.000000	-0.164132	0.986299	-0.016561	0.000000	0.014568	0.019211	0.999709	0.000000	4.857494	-0.055941	0.932408	1.000000	
0.984335	0.175546	-0.016389	0.000000	-0.175792	0.984313	-0.014993	0.000000	0.013500	0.017639	0.999753	0.000000	5.154777	-0.016855	0.949955	1.000000	
0.982226	0.187088	-0.015204	0.000000	-0.187306	0.982195	-0.014460	0.000000	0.012228	0.017051	0.999780	0.000000	5.442774	0.027764	0.973247	1.000000	
0.979900	0.198520	-0.019631	0.000000	-0.198862	0.979874	-0.017330	0.000000	0.015796	0.020886	0.999657	0.000000	5.785042	0.083290	0.991018	1.000000	
0.977773	0.209099	-0.015381	0.000000	-0.209373	0.977649	-0.019106	0.000000	0.011042	0.021902	0.999699	0.000000	6.095143	0.127744	1.012855	1.000000	
0.975456	0.220070	-0.007451	0.000000	-0.220176	0.975267	-0.019423	0.000000	0.002992	0.020587	0.999784	0.000000	6.400804	0.178944	1.031769	1.000000	
0.972828	0.231527	-0.001250	0.000000	-0.231513	0.972671	-0.017676	0.000000	-0.002876	0.017485	0.999843	0.000000	6.702472	0.238632	1.051819	1.000000	
0.969632	0.244515	0.005155	0.000000	-0.244445	0.969596	-0.011392	0.000000	-0.007784	0.009786	0.999922	0.000000	7.032473	0.310471	1.065248	1.000000	
0.966710	0.255856	0.003124	0.000000	-0.255813	0.966672	-0.010246	0.000000	-0.005642	0.009106	0.999943	0.000000	7.341829	0.386899	1.065657	1.000000	
0.963309	0.268385	-0.002130	0.000000	-0.268391	0.963230	-0.012410	0.000000	-0.001279	0.012526	0.999921	0.000000	7.685483	0.481405	1.069221	1.000000	
0.960049	0.279746	-0.006978	0.000000	-0.279820	0.959945	-0.014384	0.000000	0.002674	0.015762	0.999872	0.000000	7.995287	0.576977	1.089611	1.000000	
0.956707	0.290997	-0.005755	0.000000	-0.291051	0.956598	-0.014457	0.000000	0.001298	0.015506	0.999879	0.000000	8.302410	0.670167	1.108177	1.000000	
0.953452	0.301478	-0.006313	0.000000	-0.301540	0.953342	-0.014624	0.000000	0.001609	0.015847	0.999873	0.000000	8.617207	0.766735	1.120978	1.000000	
0.949137	0.314460	-0.015924	0.000000	-0.314730	0.948993	-0.018897	0.000000	0.009169	0.022948	0.999695	0.000000	8.963630	0.882945	1.140834	1.000000	
0.945246	0.325475	-0.024007	0.000000	-0.325942	0.945198	-0.019042	0.000000	0.016493	0.025825	0.999530	0.000000	9.278547	0.987498	1.157682	1.000000	
0.941560	0.335833	-0.026083	0.000000	-0.336238	0.941688	-0.012972	0.000000	0.020206	0.020984	0.999576	0.000000	9.592422	1.085264	1.163931	1.000000	
0.937103	0.348256	-0.023557	0.000000	-0.348497	0.937285	-0.006896	0.000000	0.019678	0.014672	0.999699	0.000000	9.925106	1.198960	1.171600	1.000000	
0.932940	0.359344	-0.022266	0.000000	-0.359521	0.933127	-0.004402	0.000000	0.019196	0.012112	0.999742	0.000000	10.226603	1.311319	1.169311	1.000000	
0.928173	0.371565	-0.020844	0.000000	-0.371848	0.928218	-0.011810	0.000000	0.014959	0.018712	0.999713	0.000000	10.550598	1.457486	1.172596	1.000000	
0.923442	0.383238	-0.019598	0.000000	-0.383554	0.923377	-0.016136	0.000000	0.011913	0.022417	0.999678	0.000000	10.851319	1.593156	1.176044	1.000000	
0.918382	0.395191	-0.019987	0.000000	-0.395472	0.918389	-0.012799	0.000000	0.013298	0.019659	0.999718	0.000000	11.173762	1.719452	1.170830	1.000000	
0.913393	0.406481	-0.022059	0.000000	-0.406712	0.913530	-0.007014	0.000000	0.017301	0.015379	0.999732	0.000000	11.500621	1.852491	1.169281	1.000000	
0.907590	0.419076	-0.025609	0.000000	-0.419327	0.907821	-0.005098	0.000000	0.021112	0.015366	0.999659	0.000000	11.863535	2.017585	1.165771	1.000000	
0.901465	0.431869	-0.029170	0.000000	-0.432253	0.901715	-0.008162	0.000000	0.022778	0.019967	0.999541	0.000000	12.197099	2.181098	1.163573	1.000000	
0.895360	0.444434	-0.028453	0.000000	-0.444803	0.895593	-0.007984	0.000000	0.021934	0.019804	0.999563	0.000000	12.540469	2.345220	1.152513	1.000000	
0.888278	0.458610	-0.025292	0.000000	-0.458911	0.888451	-0.007428	0.000000	0.019064	0.018204	0.999652	0.000000	12.925841	2.533874	1.130918	1.000000	
0.881498	0.471589	-0.023792	0.000000	-0.471867	0.881637	-0.007547	0.000000	0.017417	0.017879	0.999688	0.000000	13.279989	2.717149	1.115033	1.000000	
0.873886	0.485587	-0.022995	0.000000	-0.485806	0.874053	-0.004807	0.000000	0.017765	0.015372	0.999724	0.000000	13.643310	2.906703	1.096793	1.000000	
0.864685	0.501874	-0.021014	0.000000	-0.501981	0.864879	0.000228	0.000000	0.018289	0.010351	0.999779	0.000000	14.048211	3.122117	1.077457	1.000000	
0.856199	0.516377	-0.016669	0.000000	-0.516408	0.856339	0.002751	0.000000	0.015695	0.006253	0.999857	0.000000	14.406798	3.335226	1.056909	1.000000	
0.847162	0.531150	-0.013984	0.000000	-0.531228	0.847226	-0.002278	0.000000	0.010637	0.009359	0.999900	0.000000	14.746930	3.573350	1.042711	1.000000	
0.836234	0.548175	-0.014736	0.000000	-0.548302	0.836257	-0.006364	0.000000	0.008834	0.013402	0.999871	0.000000	15.124997	3.847077	1.031943	1.000000	
0.825821	0.563697	-0.016254	0.000000	-0.563838	0.825867	-0.005574	0.000000	0.010281	0.013768	0.999852	0.000000	15.486056	4.100846	0.979062	1.000000	
0.814976	0.579217	-0.017944	0.000000	-0.579359	0.815065	-0.003542	0.000000	0.012574	0.013282	0.999833	0.000000	15.847580	4.359405	0.932118	1.000000	
0.802703	0.596095	-0.018389	0.000000	-0.596221	0.802818	-0.001790	0.000000	0.013696	0.012401	0.999829	0.000000	16.216521	4.648465	0.890113	1.000000	
0.791581	0.610748	-0.019666	0.000000	-0.610902	0.791702	-0.002458	0.000000	0.014069	0.013960	0.999804	0.000000	16.528446	4.926898	0.861047	1.000000	
0.780437	0.624871	-0.021304	0.000000	-0.625067	0.780564	-0.003458	0.000000	0.014468	0.016015	0.999767	0.000000	16.828231	5.213270	0.829113	1.000000	
0.767975	0.640085	-0.022476	0.000000	-0.640329	0.768083	-0.005218	0.000000	0.013923	0.018399	0.999734	0.000000	17.173744	5.528623	0.804626	1.000000	
0.756977	0.653033	-0.023107	0.000000	-0.653298	0.757079	-0.005785	0.000000	0.013716	0.019475	0.999716	0.000000	17.474398	5.819630	0.777962	1.000000	
0.746323	0.665178	-0.023222	0.000000	-0.665456	0.746409	-0.006483	0.000000	0.013020	0.020292	0.999709	0.000000	17.750795	6.119152	0.757582	1.000000	
0.734396	0.678312	-0.023597	0.000000	-0.678615	0.734452	-0.007830	0.000000	0.012019	0.021764	0.999691	0.000000	18.038542	6.455396	0.745798	1.000000	
0.723846	0.689520	-0.024670	0.000000	-0.689862	0.723887	-0.008892	0.000000	0.011727	0.023455	0.999656	0.000000	18.305253	6.762126	0.742835	1.000000	
0.713444	0.700255	-0.025321	0.000000	-0.700619	0.713473	-0.009464	0.000000	0.011438	0.024492	0.999635	0.000000	18.570276	7.071503	0.718313	1.000000	
0.702462	0.711264	-0.025490	0.000000	-0.711638	0.702477	-0.009884	0.000000	0.010877	0.025083	0.999626	0.000000	18.852152	7.413153	0.690526	1.000000	
0.694089	0.719409	-0.026285	0.000000	-0.719802	0.694110	-0.009824	0.000000	0.011177	0.025739	0.999606	0.000000	19.087743	7.725498	0.668949	1.000000	
0.686551	0.726559	-0.027563	0.000000	-0.726993	0.686565	-0.010424	0.000000	0.011350	0.027195	0.999566	0.000000	19.309619	8.041416	0.646611	1.000000	
0.679849	0.732803	-0.028390	0.000000	-0.733267	0.679851	-0.011060	0.000000	0.011196	0.028337	0.999536	0.000000	19.550093	8.349840	0.628789	1.000000	
0.673610	0.738554	-0.028067	0.000000	-0.739014	0.673590	-0.011599	0.000000	0.010339	0.028555	0.999539	0.000000	19.807923	8.687124	0.608034	1.000000	
0.669162	0.742583	-0.028141	0.000000	-0.743051	0.669125	-0.012101	0.000000	0.009843	0.029008	0.999531	0.000000	20.051089	8.989250	0.591250	1.000000	
0.665877	0.745499	-0.028972	0.000000	-0.745991	0.665847	-0.012052	0.000000	0.010306	0.029638	0.999508	0.000000	20.274378	9.294912	0.575140	1.000000	
0.663671	0.747457	-0.029124	0.000000	-0.747950	0.663651	-0.011736	0.000000	0.010556	0.029572	0.999507	0.000000	20.515663	9.627796	0.557246	1.000000	
0.663054	0.748026	-0.028576	0.000000	-0.748495	0.663048	-0.011078	0.000000	0.010661	0.028734	0.999530	0.000000	20.748110	9.922680	0.541843	1.000000	
0.663663	0.747521	-0.027625	0.000000	-0.747966	0.663639	-0.011351	0.000000	0.009848	0.028195	0.999554	0.000000	20.973496	10.216689	0.526627	1.000000	
0.665777	0.745701	-0.025907	0.000000	-0.746099	0.665740	-0.011277	0.000000	0.008838	0.026837	0.999601	0.000000	21.238636	10.531038	0.513157	1.000000	
0.669416	0.742539	-0.022767	0.000000	-0.742856	0.669356	-0.011281	0.000000	0.006862	0.024464	0.999677	0.000000	21.419171	10.837036	0.507910	1.000000	
0.674569	0.737946	-0.019795	0.000000	-0.738194	0.674498	-0.011082	0.000000	0.005174	0.022088	0.999743	0.000000	21.637738	11.138329	0.501836	1.000000	
0.681535	0.731535	-0.019166	0.000000	-0.731769	0.681460	-0.011198	0.000000	0.004869	0.021656	0.999754	0.000000	21.885179	11.472727	0.494604	1.000000	
0.688693	0.724747	-0.021064	0.000000	-0.725031	0.688608	-0.012232	0.000000	0.005640	0.023696	0.999703	0.000000	22.132694	11.771486	0.486524	1.000000	
0.698060	0.715656	-0.023439	0.000000	-0.716015	0.697932	-0.014589	0.000000	0.005918	0.026967	0.999619	0.000000	22.395370	12.102079	0.479780	1.000000	
0.708021	0.705747	-0.025072	0.000000	-0.706168	0.707843	-0.016886	0.000000	0.005830	0.029660	0.999543	0.000000	22.628729	12.397961	0.476472	1.000000	
0.718747	0.694772	-0.026370	0.000000	-0.695241	0.718556	-0.017817	0.000000	0.006570	0.031140	0.999493	0.000000	22.874722	12.683263	0.474590	1.000000	
0.731148	0.681729	-0.025851	0.000000	-0.682192	0.730929	-0.018900	0.000000	0.006010	0.031454	0.999487	0.000000	23.147695	12.988535	0.471012	1.000000	
0.743540	0.668254	-0.024187	0.000000	-0.668675	0.743294	-0.019699	0.000000	0.004815	0.030820	0.999513	0.000000	23.413951	13.253570	0.464723	1.000000	
0.756875	0.653162	-0.022778	0.000000	-0.653553	0.756565	-0.021863	0.000000	0.002953	0.031434	0.999501	0.000000	23.662263	13.518995	0.459452	1.000000	
0.771740	0.635583	-0.021253	0.000000	-0.635938	0.771315	-0.025611	0.000000	0.000115	0.033281	0.999446	0.000000	23.952233	13.796950	0.452446	1.000000	
0.784946	0.619254	-0.019630	0.000000	-0.619561	0.784446	-0.028076	0.000000	-0.001987	0.034200	0.999413	0.000000	24.211541	14.043074	0.447631	1.000000	
0.798059	0.602308	-0.018070	0.000000	-0.602576	0.797607	-0.026930	0.000000	-0.001807	0.032380	0.999474	0.000000	24.496650	14.269876	0.441739	1.000000	
0.812641	0.582533	-0.016417	0.000000	-0.582760	0.812208	-0.026625	0.000000	-0.002176	0.031204	0.999511	0.000000	24.813019	14.512374	0.437577	1.000000	
0.826133	0.563285	-0.014655	0.000000	-0.563464	0.825672	-0.027808	0.000000	-0.003564	0.031231	0.999506	0.000000	25.101355	14.728919	0.436232	1.000000	
0.839315	0.543497	-0.012721	0.000000	-0.543626	0.838857	-0.028081	0.000000	-0.004591	0.030485	0.999525	0.000000	25.397622	14.939401	0.434662	1.000000	
0.853741	0.520556	-0.012158	0.000000	-0.520688	0.853354	-0.025893	0.000000	-0.003104	0.028437	0.999591	0.000000	25.736291	15.161400	0.432092	1.000000	
0.866447	0.499124	-0.012058	0.000000	-0.499268	0.866138	-0.023161	0.000000	-0.001117	0.026088	0.999659	0.000000	26.065262	15.351293	0.428373	1.000000	
0.878708	0.477200	-0.012343	0.000000	-0.477360	0.878438	-0.021763	0.000000	0.000458	0.025015	0.999687	0.000000	26.397913	15.537280	0.425932	1.000000	
0.891587	0.452686	-0.012180	0.000000	-0.452849	0.891300	-0.022635	0.000000	0.000610	0.025697	0.999670	0.000000	26.772233	15.736266	0.424392	1.000000	
0.902666	0.430183	-0.011717	0.000000	-0.430342	0.902312	-0.025294	0.000000	-0.000309	0.027874	0.999611	0.000000	27.105136	15.915881	0.425366	1.000000	
0.913134	0.407483	-0.011963	0.000000	-0.407659	0.912730	-0.027167	0.000000	-0.000151	0.029684	0.999559	0.000000	27.464021	16.078535	0.423597	1.000000	
0.923724	0.382876	-0.011865	0.000000	-0.383057	0.923384	-0.025096	0.000000	0.001347	0.027727	0.999615	0.000000	27.871227	16.240227	0.419791	1.000000	
0.932648	0.360601	-0.011631	0.000000	-0.360780	0.932372	-0.022834	0.000000	0.002611	0.025492	0.999672	0.000000	28.256975	16.375522	0.414104	1.000000	
